prompt,seed,step,cfg,sampler,width,height,user_name,timestamp,image_nsfw,prompt_nsfw
"drawing of black vines, black roses, black thorns, old statues ",2655094874,50,7,k_lms,768,640,5a69562f666a7eaeeb77064608bc4137ea439e81c7d65b58388dd86a97043d06,2022-08-14 02:07:00+00:00,0.13261425495147705,0.013225814327597618
mila kunis at a drum and bass jungle party dancing ,2557168088,50,7,k_lms,512,512,481f5d1579a33041518382518a5e108cfc1fea95f880d081023f533eb1afd82a,2022-08-14 02:08:00+00:00,0.8974536657333374,0.00975447
"colorful painting of black vines with black roses, wrapped around old statues in a garden ",1660227584,50,7,k_lms,768,640,5a69562f666a7eaeeb77064608bc4137ea439e81c7d65b58388dd86a97043d06,2022-08-14 02:08:00+00:00,0.053723235,0.002204532
"photographic portrait of a stunningly beautiful english gothic renaissance female in soft dreamy light at sunset, soft focus, contemporary fashion shoot, in a tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",1692070580,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:08:00+00:00,0.03754418,0.00071264
a squid on a squid on a squid > \ \ < ,321820507,50,7,k_lms,512,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:09:00+00:00,0.046275191,0.006751471
black roses ,789564626,50,7,k_lms,768,640,5a69562f666a7eaeeb77064608bc4137ea439e81c7d65b58388dd86a97043d06,2022-08-14 02:09:00+00:00,0.20993950963020325,0.007449585
"a surreal painting portrait of antropomorphic hot dogs in arsenal jersey,, kinkade, ",2730506717,50,12,k_lms,512,512,89be304f0a51937b68160385463dacc773059afddf0c38863a1d91eb52a9c8d1,2022-08-14 02:09:00+00:00,0.2483137845993042,0.043969054
"screenshot from elemental auto battler game, made in unity ",1412221843,50,7,k_lms,512,512,e3893cb5686186181a3b99fa26725168d7c38dfb9a86cfc24ecf979daa870154,2022-08-14 02:09:00+00:00,0.12551891803741455,0.000346989
"karol bak and tom bagshaw and ayami kojima full body character portrait of a beautiful nerdy scientist wearing glasses, at a work desk thinking intensely, wearing combination of lab - coat and mecha suit, laboratory in the background, scifi detailed character, unreal engine, 4 k digital camera, sharp focus, movie still ",1102137780,50,14,k_lms,512,640,f4f42ac29b292d86d87fba088087ec03bf10303328cbfc7421b64b76f2cd214b,2022-08-14 02:09:00+00:00,0.231539786,0.000657531
"carpool karaoke lady gaga and judy garland, highly realistic, highly detailed, high resolution, 8 k 4 k, ",2453741602,150,7,k_lms,768,512,a6bd77bd3436ea246ab2c26130c8a8bb714e8ec1cbd40996df38bb64c703cc47,2022-08-14 02:10:00+00:00,0.7659103870391846,0.001908068
"photographic portrait of a stunningly beautiful eurasian gothic renaissance female in soft dreamy light at sunset, soft focus, contemporary fashion shoot, in a tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",3258450866,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:10:00+00:00,0.051026642,0.000688499
purple vines with black roses ,2890871827,50,7,k_lms,768,640,5a69562f666a7eaeeb77064608bc4137ea439e81c7d65b58388dd86a97043d06,2022-08-14 02:10:00+00:00,0.1542006880044937,0.000954159
an anthropomorphic chicken as annie wilkes from misery ,2882216403,50,7,k_lms,512,512,be306fbff5365dbb4ba61c296dea4fddb17f692153b27ea5339ec6fdd5de5576,2022-08-14 02:10:00+00:00,0.063813485,0.6563438773155212
photo of ahri from league of legends in real life ,2745916260,50,7,k_lms,512,512,e3893cb5686186181a3b99fa26725168d7c38dfb9a86cfc24ecf979daa870154,2022-08-14 02:10:00+00:00,0.22733110189437866,0.000500029
"dark silhouette of aliens disembarking lit ufo in african savannah, traditional photography ",997907908,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:10:00+00:00,0.032452874,0.033997029066085815
"blastoise at the mall, pokemon art, perfect shading, detailed, 4 k ",3588433238,50,7,k_lms,512,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:11:00+00:00,0.552570105,0.008071599
"heroic character design of anthropomorphic whimsical fox, portrait, western, steampunk, clint eastwood pose, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",1478021858,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:11:00+00:00,0.11515600234270096,0.000449929
"photographic portrait of a stunningly beautiful latina gothic renaissance female in soft dreamy light at sunset, soft focus, contemporary fashion shoot, in a tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",2499216329,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:12:00+00:00,0.059811153,0.000743721
"blastoise at the shopping mall, pokemon art, perfect shading, detailed, 4 k ",817710950,50,7,k_lms,832,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:13:00+00:00,0.6117609739303589,0.007096922
"squid eating at mcdonald's, lofi album art ",2582924579,50,7,k_lms,512,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:15:00+00:00,0.23592816293239594,0.057153758
"photographic portrait of a stunningly beautiful latina emo renaissance female in soft dreamy light at sunset, soft focus, contemporary fashion shoot, in a tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",1585945158,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:15:00+00:00,0.057575102895498276,0.001192349
"dark, moody, mila kunis in trance at a drum and bass jungle party dancing, artistic, party people in background, lasers, ecstasy ",2134049379,50,7,k_lms,512,512,481f5d1579a33041518382518a5e108cfc1fea95f880d081023f533eb1afd82a,2022-08-14 02:15:00+00:00,0.8461618423461914,0.039270199835300446
elderly man wearing red sweater proudly displaying adult dvd titles in extensive collection room ,3311903592,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:15:00+00:00,0.040375836193561554,0.00404226
lady gaga and judy garland carpool karaoke ,348728571,50,7,k_lms,768,512,a6bd77bd3436ea246ab2c26130c8a8bb714e8ec1cbd40996df38bb64c703cc47,2022-08-14 02:17:00+00:00,0.3284023404121399,0.011028777807950974
"list of adult dvd titles, website screenshot ",3540067714,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:17:00+00:00,0.6039276719093323,0.000177971
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, soft focus, contemporary fashion shoot, in a tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",2932186516,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:17:00+00:00,0.26068395376205444,0.000710426
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, soft focus, contemporary fashion shoot, in a denis villeneuve movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",1729412028,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:19:00+00:00,0.070944138,0.000654575
"elvis presley in a red lobster commercial, ",2016176201,50,7,k_lms,512,512,5cc6967a3ec202d5743cb7ed2f9de84a5311814af4c9f608597ace5a665cd4b1,2022-08-14 02:20:00+00:00,0.061212644,0.009079952
"painting of young dark haired tan! glassless!! woman named kyra with darked haired glasses!! wearing!! woman named kaelyn together at the cucumber soup party, elegant evening gowns!, pretty clothing!, modest, clear, stylized, art by alphonse mucha, vincent van gogh, egon schiele ",3820184615,50,9.5,k_lms,512,512,a9e93e438055d56353afdfe0dd66956089c53f207b0cde10f28b7a1322a65f6d,2022-08-14 02:21:00+00:00,0.1502133011817932,0.005919543
"the most detailed picture of an alien planet with life known to man, 4 k ",1423782803,50,7,k_lms,512,512,2bc85e10db04dfcfe51dc1b3aa8675eecb4871fa858dfda76245b940363a33c7,2022-08-14 02:21:00+00:00,0.028658256,0.002437856
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",1463566756,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:22:00+00:00,0.1873811036348343,0.000681267
"full body portrait of teenage bar refaeli, bangs, blue eyes, sultry expression, blond hair, sultry smirk, bangs and wavy hair, pink skirt, intricate, elegant, glowing lights, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski ",3190477646,150,13,k_lms,512,704,1e136514ffa7cf739ec96d87a40ade35ea4c1e15d0cfecec6e43d34c3808a0aa,2022-08-14 02:22:00+00:00,0.888187826,0.003912901
"cat heads, ryuta ueda artwork, jet set radio artwork, stripes, gloom, space, cel - shaded art style, broken rainbow, data, minimal, speakers, code, cybernetic, dark, eerie, cyber ",2559963608,50,7,k_lms,1024,1024,20b697c33432c82b3d1d5fe1d29585b00202df6a7c0e0fcec45d458497a66aa9,2022-08-14 02:23:00+00:00,0.10172579437494278,0.005488556
"goddess athena full body character portrait of a beautiful nerdy scientist wearing glasses, at a work desk thinking intensely, wearing combination of lab - coat and mecha suit, laboratory in the background, artstation scifi accurate character, unreal engine, 4 k digital camera, sharp focus, movie still ",237976703,50,14,k_lms,512,640,172724c268b2188979c6d901fd87dceaabac49e8364343a831b7c04655070e2a,2022-08-14 02:23:00+00:00,0.18199914693832397,0.002937322
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, fire glow, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",3574385102,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:24:00+00:00,0.4617694616317749,0.000709257
"tommy lee jones as an investigator, movie, photography, cinematic, ",595938989,50,7,k_lms,512,512,5cc6967a3ec202d5743cb7ed2f9de84a5311814af4c9f608597ace5a665cd4b1,2022-08-14 02:24:00+00:00,0.041729271,0.005022558
"russell brand portrait, airbrush, drew struzan illustration art, key art, movie poster ",4059962198,50,7,k_lms,512,640,aafc050faadfc6f4e5bccfaf74cb422f636aa3d132692df60832f4d7604fce39,2022-08-14 02:25:00+00:00,0.14592894911766052,0.001980136
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",3851637264,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:25:00+00:00,0.044441853,0.000681267
"man with huge countersink drill bits as hands angrily drilling into trees, photography ",2041189544,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:26:00+00:00,0.041674778,0.014729027636349201
"karl pilkington, airbrush, drew struzan illustration art, key art, movie poster ",1184361151,50,7,k_lms,512,640,aafc050faadfc6f4e5bccfaf74cb422f636aa3d132692df60832f4d7604fce39,2022-08-14 02:26:00+00:00,0.075499296,0.001077994
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, soft focus, contemporary fashion shoot, by alphonse mucha, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",2245110490,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:27:00+00:00,0.6426954865455627,0.000633485
"heroic character design of anthropomorphic whimsical fox, portrait, western, steampunk, clint eastwood facial expression, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",2239679129,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:28:00+00:00,0.057862002,0.000406269
clock with 5 hours hands ,3217792186,50,7,k_lms,512,512,5b609c0f2ba99d04499dff4a42b3bfdd5943f41794293bd597a06d0f8fa4561f,2022-08-14 02:28:00+00:00,0.040851742029190063,0.00142551
"heroic character design of anthropomorphic whimsical fox, portrait, western, steampunk, clint eastwood face, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",3855602512,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:29:00+00:00,0.072845072,0.000491927
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, art nouveau, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",2499173009,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:29:00+00:00,0.061232366,0.000720181
a joyous bald man with a tattoo of a pink - haired goddess on his chest ,2565968557,30,7,k_lms,512,512,5ffa83e25138a315682a59f7adfdca1891929e18793c3b33e7d9e6f1ff139517,2022-08-14 02:30:00+00:00,0.11646188795566559,0.11451685428619385
"man with huge drills as arms angrily drilling into trees with gaping holes, digital art ",4180255170,150,5,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:30:00+00:00,0.036950134,0.008873237
"heroic character design of clint eastwood, portrait, western, steampunk, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",2929828598,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:31:00+00:00,0.11068718880414963,0.000570114
a rendering of a clock with 2 4 hours hands and no hours on the clock face ,1175551568,50,7,k_lms,512,512,5b609c0f2ba99d04499dff4a42b3bfdd5943f41794293bd597a06d0f8fa4561f,2022-08-14 02:31:00+00:00,0.048765838,0.004949063
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, beside the sea, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",1198574276,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:31:00+00:00,0.048574876,0.000681267
a billion dots of different colors ,2180457575,50,7,k_lms,512,512,5b609c0f2ba99d04499dff4a42b3bfdd5943f41794293bd597a06d0f8fa4561f,2022-08-14 02:32:00+00:00,0.055481736,0.003238513
"faceless human figures, kazuo umezu artwork, jet set radio artwork, stripes, gloom, space, cel - shaded art style, broken rainbow, ominous, minimal, cybernetic, dark, eerie, motherboard ",2300369552,50,7,k_lms,1024,1024,20b697c33432c82b3d1d5fe1d29585b00202df6a7c0e0fcec45d458497a66aa9,2022-08-14 02:33:00+00:00,0.092781156,0.004042126
"clint eastwood cyborg, portrait, western, steampunk, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",3106086159,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:33:00+00:00,0.10627282410860062,0.001004486
"angry man, large drill bits, drilling into trees, wood chips, rage, photography ",1306468074,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:33:00+00:00,0.052763753,0.038191244
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, frozen forest, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",4051550408,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:34:00+00:00,0.033309881,0.000775337
"clint eastwood steampunk cyborg smoking cigar, portrait, western, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",3624920391,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:34:00+00:00,0.13054408133029938,0.003404184
"dark silhouette of alien contractors disembarking ufo to sand drywall at a new arbys, traditional photography ",41577723,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:35:00+00:00,0.099714965,0.010092944838106632
"clint eastwood steampunk cyborg, portrait, western, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",1796132114,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:35:00+00:00,0.090943247,0.000887877
"little boy with cat ears in an black outfit with red cape. digital artwork made by lois van baarle and kentaro miura and marc simonetti, sharpness focus, inspired by hirohiko araki, anatomically correct, heroic composition, hero pose, smooth ",1387578050,50,7,k_lms,384,576,83c9cdfc00a6099412905e9ccd8868b1bbaa562e314499cc35ea9059c4ce34c0,2022-08-14 02:35:00+00:00,0.079575993,0.010292541235685349
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, snowy forest, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",4191556586,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:36:00+00:00,0.034262963,0.000752129
"dark silhouettes of alien carpenters disembarking ufo to use miter saws, traditional photography ",1694459704,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:37:00+00:00,0.037235282361507416,0.01084344
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, alien forest, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",2340252258,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:38:00+00:00,0.043004244565963745,0.000798348
"a gaming screenshot still portrait of taylor swift in resident evil, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, dark fantasy style art, hearthstone, art by artgerm and greg rutkowski and alphonse mucha ",3398310307,150,11,k_lms,640,512,202310df39775f298fcdf0dab3babcf655460f2f665dc3433cb9837af7e55cf1,2022-08-14 02:38:00+00:00,0.8135825991630554,0.001028505
"alien carpenters disembarking ufo to use pneumatic nail gun to fasten trim moulding, traditional photography ",2590994227,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:39:00+00:00,0.03337463,0.015619768
"fbi invading trump's house, highly detailed crime scene pic, 8 k, dramatic lighting ",1647250500,50,7,k_lms,512,512,b95996e468a23b6d8421a497bbda610da332eb815be9da29c88b8d740ff88863,2022-08-14 02:39:00+00:00,0.11895404756069183,0.003667214
"car, bodybuilder, woman, holding, photo, digital art, hands, underbody, throw, tire, standing, floor ",2277446984,50,7,k_lms,512,512,cd5dbe51f7e56696904cd23a78ce2f703cb30665d11e6f2d4bea47aabc10b287,2022-08-14 02:39:00+00:00,0.9696891903877258,0.014105009846389294
a screenshot of arnold schwarzenegger as soldier 7 6 in overwatch ,611827049,50,7,k_lms,512,512,6c8f8ef4b8feee3e0bf0dfce6a2f21ba27d71f36f8b8c3715bb631999b7494bc,2022-08-14 02:39:00+00:00,0.5780566334724426,0.00033811
"car, bodybuilder, woman, holding, photo, digital art, hands, underbody, throw, tire, standing, sand ",643245565,50,7,k_lms,512,512,cd5dbe51f7e56696904cd23a78ce2f703cb30665d11e6f2d4bea47aabc10b287,2022-08-14 02:41:00+00:00,0.6471806168556213,0.015267593786120415
a very strong man lighting a car ,2484123396,50,7,k_lms,512,512,b95996e468a23b6d8421a497bbda610da332eb815be9da29c88b8d740ff88863,2022-08-14 02:41:00+00:00,0.060674212872982025,0.004903855
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, deep cave, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",1498744169,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:41:00+00:00,0.027206685,0.00075074
"a black girl with a colorful afro and cute! eyes sliding down a rainbow!, bright colors, watercolor, volumetric wool felting, macro photography, children illustration, by goro fujita ",2879210159,50,7,k_lms,512,512,0726edf7293045a3abe4c4b93b4e9ca0f410a8aab72204537bee5ebc5561c2d4,2022-08-14 02:41:00+00:00,0.086909354,0.021910417824983597
"clint eastwood as full metal alchemist, portrait, western, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",2619267584,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:41:00+00:00,0.057280209,0.001756134
"car, bodybuilder, woman, holding, photo, digital art, hands, underbody, throw, tire, standing, street ",1493027655,50,7,k_lms,512,512,cd5dbe51f7e56696904cd23a78ce2f703cb30665d11e6f2d4bea47aabc10b287,2022-08-14 02:42:00+00:00,0.9067987203598022,0.012828101
"firefighters in infrared reflective suits spraying burning flames from flamethrowers, government public domain photograph ",2326354192,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:42:00+00:00,0.077922985,0.002131053
a photo of joe biden eating at the applebee's ,87238060,50,7,k_lms,640,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:42:00+00:00,0.085354403,0.003673631
"a black boy with a colorful afro and big cute! eyes, dressed like an astronaut in a field of cotton candy, bokeh, bright colours, watercolor, volumetric wool felting, macro photography, children illustration, by goro fujita ",649810913,50,7,k_lms,512,512,0726edf7293045a3abe4c4b93b4e9ca0f410a8aab72204537bee5ebc5561c2d4,2022-08-14 02:43:00+00:00,0.090573378,0.033375576
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, icelandic waterfall, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",280889660,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:43:00+00:00,0.13257724046707153,0.000692402
"car, bodybuilder, woman, photo, digital art, hands, underbody, throw, tire, standing, road ",3967261759,50,7,k_lms,512,512,cd5dbe51f7e56696904cd23a78ce2f703cb30665d11e6f2d4bea47aabc10b287,2022-08-14 02:43:00+00:00,0.9823654890060425,0.013863968
"men in reflective hazmat suits shooting flamethrowers at dark silhouette aliens, cinematic still ",280865865,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:43:00+00:00,0.063356794,0.026245128363370895
a photo of joe biden eating wonton tacos at the applebee's ,2843601530,50,7,k_lms,640,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:43:00+00:00,0.022229752,0.003192565
"a black girl with a colorful afro and big beautiful eyes meditating in a mushroom garden, bokeh, bright colours, watercolor, volumetric wool felting, macro photography, children illustration, by goro fujita ",2884019098,50,7,k_lms,512,512,0726edf7293045a3abe4c4b93b4e9ca0f410a8aab72204537bee5ebc5561c2d4,2022-08-14 02:44:00+00:00,0.17415548861026764,0.015150374732911587
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, frozen forest, soft focus, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",4118707522,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:45:00+00:00,0.046082802,0.000775337
a photo of joe biden eating asian wonton tacos at the applebee's ,2081035845,50,7,k_lms,640,512,715729c76132c2bceab79ea11a9059d34c9dc0f560e1e2d57293bd069144ba3a,2022-08-14 02:45:00+00:00,0.041050144,0.047631047666072845
"men in reflective mylar suits holding flamethrowers, shooting at dark silhouetted aliens, cinematic still ",1899680707,150,10,k_lms,512,512,df778e253e6d32168eb22279a9776b3cde107cc82da05517dd6d114724918651,2022-08-14 02:45:00+00:00,0.1489821821451187,0.051444642
"young clint eastwood as full metal alchemist, steampunk cyborg, portrait, western, duster, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",2987335895,50,7,k_lms,512,768,3c53c3828ddb32808f30566bc40df1ea3fede2101613ab548b3d018a2c1ca6d4,2022-08-14 02:45:00+00:00,0.086783297,0.003188615
"a black girl with a colorful afro and big beautiful eyes meditating in a mushroom zen garden, bokeh, bright colors, synthwave, watercolor, volumetric wool felting, macro photography, children illustration, by goro fujita ",832442775,50,7,k_lms,512,512,0726edf7293045a3abe4c4b93b4e9ca0f410a8aab72204537bee5ebc5561c2d4,2022-08-14 02:46:00+00:00,0.096331745,0.014148669317364693
"photographic portrait of a stunningly beautiful english renaissance female in soft dreamy light at sunset, frozen forest, soft focus, gothic, contemporary fashion shoot, in a denis villeneuve and tim burton movie, by edward robert hughes, annie leibovitz and steve mccurry, david lazar, jimmy nelsson, extremely detailed, breathtaking, hyperrealistic, perfect face, octane render ",3964500993,150,15,k_lms,512,512,89859448130ef9a2ebcd3249d8a728646acaead637d48da2dd68c69608d72f1d,2022-08-14 02:46:00+00:00,0.051280718,0.000786782
